Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
13641208,Tenth of December,George Saunders,"Saunders, George",,"=""0812993802""","=""9780812993806""",3,3.96,Random House,Hardcover,251,2013,2013,2017/07/31,2017/09/18,,,read,"I was ""meh"" toward several of the short stories herein, but it's worth getting just for The Semplica Girl Diaries.",,,1,,,0,,,,,
51695,Living My Life,Emma Goldman,"Goldman, Emma",سهیلا بسکی,"=""0142437859""","=""9780142437858""",0,4.29,Penguin Classics,Paperback,672,2006,1388,,2017/09/18,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
29633660,Speak Gigantular,Irenosen Okojie,"Okojie, Irenosen",,"=""1909762296""","=""9781909762299""",0,3.70,Jacaranda,Paperback,206,2016,2016,,2017/09/18,abandoned,abandoned (#19),abandoned,"Unless you are really into spooky, horror stuff I don't recommend this. I only skimmed a couple stories and then abandoned ship, it is not my cup of tea.",,,0,,,0,,,,,
25387808,Red Rosa: A Graphic Biography of Rosa Luxemburg,Kate   Evans,"Evans, Kate",Paul M. Buhle,"=""1784780995""","=""9781784780999""",5,4.17,Verso,Paperback,224,2015,2015,2017/08/02,2017/09/18,,,read,"This is amazing!!! Kate Evans is wildly talented and you should buy all of her books (she was also nice to me on twitter once, but that isn't why I'm saying this).<br/><br/>The graphic biography format is just something that I like, I know that I like it, so I wasn't really surprised to like this one too, but I also think it is one of the best of that genre I've ever seen. So if you aren't sure if graphic biographies are something you'd be into this is a good one to try out.<br/><br/>I'm not saying I agree with all of Luxemburg's politics, but they were (still are) revolutionary, she had a vision and a way for organizing that is very inspiring and I'm looking forward to finding out more.",,,1,,,0,,,,,
857318,The Puttermesser Papers,Cynthia Ozick,"Ozick, Cynthia",,"=""0679777393""","=""9780679777397""",2,3.59,Vintage,Paperback,256,1998,1997,2017/08/07,2017/09/18,,,read,"This is perhaps the weirdest book I've ever read. Some parts I really loved, the ending I straight up hated, and yet I keep thinking about it. The skill required to write such a story is something I can appreciate in and of itself, and I'll check out other things by Ozick.<br/><br/>This book comes in a few almost stand alone sections and one of the middle ones has a Russian woman, Lidia, who is one of my favorite characters from any book. There is this great moment where Lidia winds up at a gathering of liberals in New York who are preaching about the glory and possibility of communism and she puts them down so hard. It was beautiful.",,,1,,,0,,,,,
30517474,The Raqqa Diaries: Escape from Islamic State,Samer,"Samer, Samer",,"=""1786330539""","=""9781786330536""",5,4.34,Hutchinson,Hardcover,108,2017,2017,2017/09/02,2017/09/18,,,read,"A short haunting read. This is a diary kept by a man living in Syria under ISIS, smuggled out to BBC reporters, and presented here as text interspersed with drawings.<br/><br/>It made me feel weird. Because I loved it, the story, the design, the paper it was printed on, but every couple pages I would remember that everything in it was real and so beyond conception it made me want to cry. What do you do when you finish a book like that?",,,1,,,0,,,,,
25526296,"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,"McGuire, Seanan",,"=""0765385503""","=""9780765385505""",3,3.87,Tor.com,Hardcover,169,2016,2016,2017/08/18,2017/09/18,,,read,"This was a great young adult story, I'm absolutely going to check out more from this author and recommend to the young people in my life. Or to the adults who enjoy shorter, quicker reads with a touch of fantasy. I loved how diverse the cast of characters was and how the author discussed the challenges that the less conforming characters faced.",,,1,,,0,,,,,
9464733,Beauty Queens,Libba Bray,"Bray, Libba",,"=""0439895979""","=""9780439895972""",4,3.60,Scholastic Press,Hardcover,396,2011,2011,2017/09/13,2017/09/11,,,read,"This was hilarious, I actually laughed out loud. A lot. If you are a feminist, have been annoyed at society, and can enjoy poking fun at yourself and others, I can almost guarantee you'll have fun with this one.<br/><br/>The author wrote an excellent piece about the proposed Lord of the flies (but with women!) remake and that's how I learned about this book, article here -> http://ew.com/books/2017/09/01/the-diviners-author-libba-bray-has-some-thoughts-on-this-all-female-lord-of-the-flies-remake/",,,1,,,0,,,,,
647,No Logo,Naomi Klein,"Klein, Naomi",,"=""0312421435""","=""9780312421434""",4,3.86,Picador,Paperback,528,2002,1999,2017/05/13,2017/07/18,,,read,,,,1,,,0,,,,,
10356713,In Other Worlds: SF and the Human Imagination,Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,3.73,,Kindle Edition,274,2011,2011,2017/05/26,2017/07/18,,,read,"This is a mix of short stories and essays, a few of them read by Atwood herself. <br/><br/>There were many little gems, but overall not something I'd recommend to people beyond those who are already her fans.<br/><br/>Favorite quotes:<br/>In talking about the tendency of technologists to make things worse and then propose more technical solutions: ""They are not the people that should be deciding our future. Asking these kind of scientists what should be improved upon is like asking ants what you should have in your back yard: of course they would say more ants!""<br/><br/>The whole ""Cold Blooded"" short story. I want very much to see that delivered as a monologue by theatre groups everywhere.",,,1,,,0,,,,,
23425,Status Anxiety,Alain de Botton,"Botton, Alain de",,"=""0375725350""","=""9780375725357""",0,3.90,Vintage,Paperback,306,2005,2004,,2017/07/18,skimmed,skimmed (#6),skimmed,,,,0,,,0,,,,,
9361377,How Should a Person Be?,Sheila Heti,"Heti, Sheila",,"=""0887842402""","=""9780887842405""",2,3.19,House of Anansi Press,Hardcover,306,2010,2010,2017/04/25,2017/07/18,,,read,,,,1,,,0,,,,,
21853626,Undeniable: Evolution and the Science of Creation,Bill  Nye,"Nye, Bill",,"=""1250007135""","=""9781250007131""",2,4.15,St. Martin's Press,Hardcover,309,2014,2014,2017/05/01,2017/07/18,,,read,"When I started listening to this audiobook (which he read himself) I was kind of doing it out of inertia. Out of a love for my childhood kooky hero. I'm already a scientist and not at all religious, so I wasn't surprised by anything he was presenting, and I was just about to turn it off since I wasn't really getting anything out of the book, when he dropped a real whopper of a statement: RACE ISN'T REAL.<br/><br/>Say what now? I backed up the audiobook to listen more closely. Ah, right, because this is a book that will cover only the ""facts"" he is talking about the biological trait of race. But I found it very unsettling, because race is of course very real to a great many people. And I couldn't help thinking how potentially harmful it could be for impressionable tech solutionist types to pick up this book and read the declaration ""race isn't real"" from their childhood hero.<br/><br/>It honestly makes me sad to realize that someone I very much looked up to is not a good role model. The utter lack of social understanding displayed in his books, the insistence that the scientific facts are the only facts that matter, it's unhealthy and worrying.",,,1,,,0,,,,,
15811496,Cooked: A Natural History of Transformation,Michael Pollan,"Pollan, Michael",,"=""1594204217""","=""9781594204210""",4,3.99,The Penguin Press HC,Hardcover,468,2013,2013,2017/04/21,2017/07/18,,,read,I loved the story about the cheese nun!<br/><br/>This book paired really well with https://www.goodreads.com/book/show/29771103-biting-the-hands-that-feed-us.,,,1,,,0,,,,,
20980987,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",Amanda Palmer,"Palmer, Amanda",,"=""1455581089""","=""9781455581085""",4,3.97,Grand Central Publishing,Hardcover,339,2014,2014,2017/04/14,2017/07/18,,,read,"Highly recommend the audiobook - Amanda reads it herself! I actually haven't cared for a lot of her music, but I thought her TED talk was great and I'm a huge Neil Gaiman fan, so figured this would be good too and of course it was :)",,,1,,,0,,,,,
13839,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,"Pollan, Michael",,"=""0375760393""","=""9780375760396""",5,4.05,Random House Trade Paperbacks,Paperback,297,2002,2001,2017/03/21,2017/07/18,,,read,,,,1,,,0,,,,,
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",4,4.49,HarperBusiness,Hardcover,288,2016,2016,2017/02/14,2017/07/18,,,read,"I enjoyed listening to the audiobook version, I'm writing this review many months too late, but my memory is that the narration was good. <br/><br/>The old advice that I saw for the first time while reading this book was the wisdom to ""Never be so sure of what you want that you wouldn't take something better"". I'd heard that phrased different ways but it really sunk in for the first time.<br/><br/>My other favorite quote: ""People operating with incomplete information appear crazy to those who have different information""",,,1,,,0,,,,,
30211956,Books for Living,Will Schwalbe,"Schwalbe, Will",,"=""0385353545""","=""9780385353540""",4,3.85,Knopf Publishing Group,Hardcover,288,2016,2016,2017/07/04,2017/07/18,,,read,"Reading this was like getting to have a long talk with a master book lover (also master book lover is now a thing). I wish everyone who engaged in a lifetime of reading would write a book like this, it was such a treat.",,,1,,,0,,,,,
7603,Reading Lolita in Tehran,Azar Nafisi,"Nafisi, Azar",,"=""0812971060""","=""9780812971064""",5,3.57,Random House Trade Paperbacks,Paperback,356,2003,2003,2017/08/02,2017/07/18,,,read,"I actually listened to the audiobook version and it was really well done. This book caught some criticism for not having more Persian authors, it instead centers a great many western classics (Austen, Bronte, Fitzgerald, etc).  I'm not really a fan of those classics, so I didn't expect to like this book much. What I found though was that the story of the authors life and her students, friends, and family were fascinating.<br/><br/>As for why she covers so few Persian works (and there are some) she speaks to that in the book a bit. As a professor during a time of great turmoil, and with students who were claiming the entire west was full of sick people, she felt it important to help them understand the west better.<br/><br/>There is huge insight to be gained here about revolution and radicalization, highly recommend. <br/><br/>https://www.goodreads.com/quotes/599493-it-is-also-about-loss-about-the-perishability-of-dreams",,,1,,,0,,,,,
8089415,"A Good Book, in Theory: Making Sense Through Inquiry",Alan Sears,"Sears, Alan",James Cairns,"=""1442601566""","=""9781442601567""",0,3.78,University of Toronto Press,Paperback,206,2010,2010,,2017/07/18,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
464260,The Fire Next Time,James     Baldwin,"Baldwin, James",Kıvanç Güney,"=""067974472X""","=""9780679744726""",0,4.46,Vintage,Paperback,106,1992,1963,,2017/07/18,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
6919721,The History of White People,Nell Irvin Painter,"Painter, Nell Irvin",,"=""0393049345""","=""9780393049343""",0,3.94,W. W. Norton & Company,Hardcover,512,2010,2010,,2017/07/18,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
23468051,Culturally Responsive Teaching and the Brain: Promoting Authentic Engagement and Rigor Among Culturally and Linguistically Diverse Students,Zaretta Lynn Hammond,"Hammond, Zaretta Lynn",,"=""1483308014""","=""9781483308012""",0,4.26,Corwin Publishers,Paperback,192,2014,2014,,2017/07/18,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
25152052,The Japanese Lover,Isabel Allende,"Allende, Isabel","Nick Caistor, Amanda Hopkinson","=""1501116975""","=""9781501116971""",3,3.80,Atria Books,Hardcover,322,2015,2015,2017/05/30,2017/07/17,,,read,"I admit that having read only one other book by Allende I had expected this one to be similar to her other, Island Beneath the Sea, and was a bit disappointed when it wasn't. Island Beneath the Sea was a big, sweeping, violent showcase of historical fiction. Whereas The Japanese Lover felt like... a love story, like a romance novel, like something that I would basically never decide to read. But I stuck with it and what I found was a really good story, not at all diminished by being smaller and more intimate.",,,1,,,0,,,,,
20530924,The Graveyard Book Volume 2,P. Craig Russell,"Russell, P. Craig","Neil Gaiman, David Lafuente, Scott Hampton, Kevin Nowlan, Galen Showman, Lovern Kindzierski, Rick Parker","=""0062194836""","=""9780062194831""",4,4.27,HarperCollins,Hardcover,176,2014,2014,2017/05/30,2017/07/17,,,read,"It was even more striking in the graphic novel presentation how different the two halves are. Honestly, I preferred the first half, but I hope that's something I'll grow out of. It's probably unhealthy to prefer the first half of ones life, the half that is always already done with and history, to the half that is full of uncertainty, opportunity, and the future.",,,1,,,0,,,,,
20262401,"The Graveyard Book, Volume 1",P. Craig Russell,"Russell, P. Craig","Neil Gaiman, Kevin Nowlan, Tony Harris, Scott Hampton, Galen Showman, Jill Thompson, Stephen B. Scott, Lovern Kindzierski","=""006219481X""","=""9780062194817""",4,4.29,HarperCollins,Hardcover,188,2014,2014,2017/05/29,2017/07/17,,,read,"Graphic Novel adaptation of a beloved story? Yes, please! And it does not disappoint. It's funny that one of the things I often site about preferring books to movies is that I like imaging my own faces for the characters. But one of the things I most loved about this graphic novel was seeing someone else's faces for the monsters.",,,1,,,0,,,,,
13218889,"Asia's Unknown Uprisings Volume 2: People Power in the Philippines, Burma, Tibet, China, Taiwan, Bangladesh, Nepal, Thailand and Indonesia 1947-2009",George Katsiaficas,"Katsiaficas, George",,"=""1604864885""","=""9781604864885""",0,4.08,PM Press,Paperback,520,2013,2012,,2017/07/17,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
12784437,Asia's Unknown Uprisings Volume 1: South Korean Social Movements in the 20th Century,George Katsiaficas,"Katsiaficas, George",,"=""1604864575""","=""9781604864571""",0,4.32,PM Press,Paperback,480,2012,2012,,2017/07/17,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
23301545,The Sleeper and the Spindle,Neil Gaiman,"Gaiman, Neil",Chris Riddell,"=""1408859645""","=""9781408859643""",5,3.90,Bloomsbury Publishing Plc,Hardcover,72,2014,2014,2017/05/17,2017/07/17,,,read,"Great short story to add to your shelves, especially if you are light on stories that center bad ass female warriors. You could call it a children's book, but I think it's good reading for adults too.",,,1,,,0,,,,,
1442300,As the World Burns: 50 Simple Things You Can Do to Stay in Denial,Derrick Jensen,"Jensen, Derrick",Stephanie McMillan,"=""1583227776""","=""9781583227770""",4,3.77,Seven Stories Press,Paperback,224,2007,2007,2017/06/25,2017/07/17,,,read,"Yessss. Buy this for all your friends who tend toward sadness when things are going well for them, sadness because they know that things aren't going well for most of the world, most especially the environment, and they feel guilty they aren't doing more to help. Guilty, and angry, and pissed off, and maybe a little mad. This book won't make them feel better, but for a short time they will laugh and fell understood by at least one other person.<br/><br/><blockquote><br/>Why do you hate violence that frees the victims of greater violence, even more than the original violence?<br/></blockquote>",,,1,,,0,,,,,
12906062,Latino USA: A Cartoon History,Ilan Stavans,"Stavans, Ilan",Lalo Alcaraz,"=""0465082505""","=""9780465082506""",3,3.84,Basic Books,Paperback,224,2012,2000,2017/06/15,2017/07/17,,,read,"I'm such a sucker for historical graphic novels, so was very predisposed toward liking this. And I did like it, but I also am very much a novice of Latin American culture so can't attest to the accuracy here. I appreciated that the author used the cast of characters to present opposing viewpoints and seemed to be making a genuine effort at being un-biased. Or rather, at admitting that everyone is biased, and then presenting many of the biases in the various speakers.<br/><br/>My primary nit was the tendency toward presenting history as a string of battles and Great Men (something the author himself made fun of). I would have liked to see more women mentioned. In the older history when sexism prevented women almost entirely from having a public voice I can make allowances, but in the parts of the book which focused on more recent history it seemed strange not to see more women. ",,,1,,,0,,,,,
7808792,Dreamland: The Way Out of Juarez,Charles Bowden,"Bowden, Charles",Alice Leora Briggs,"=""0292722079""","=""9780292722071""",5,3.95,University of Texas Press,Paperback,165,2010,2010,2017/06/04,2017/07/17,,,read,"As I read the book I was taking pictures of favorite quotes and saving them in my notes, but soon I had to stop because it was every damn page. I love how the author and the artist threaded together multiple story lines, differentiating the plots by the fonts, art, and even rhythm of the words.<br/><br/>This was an inspiring example of how to bite into a hugely complex system and resist the urge to offer part-solutions. And in fact to show the futility of trying to take and treat any one chunk outside of the context of the whole.<br/><br/><blockquote><br/>“Small improvements could be made in this system. Decent wages paid by American companies in Juarez would lessen the violence and slow or end illegal immigration in that area, but this is impossible because the companies must compete with business in Asia. Legalizing drugs would destroy the cartel and end the cash flow into their hands of tens of billions of dollars a year, but this is impossible because American citizens would consume drugs without guilt. Opening government files would prevent future cooperation with killers, but this is impossible because of the need for national security.<br/><br/>And giving security documents to me is well nigh impossible, because this would jeopardize careers and pensions and family dreams.<br/><br/>Everything is impossible except the status quo.”<br/></blockquote><br/><br/><blockquote><br/>“Here is how it works: first some incident, say twelve men buried carefully in the backyard of a condo in a decent neighborhood, catches one’s attention. Then one investigates and sees the incident as part of a larger problem. Then one sees the problem as really an issue. Then one sees the issue as really a question that demands a new policy. Then, one feels comfort. Problem/issue/policy/defined and question answered. This is the death of the mind that slaughters the intellect of the educated on the line. Sometimes this death comes before anything but little fragments have been examined and the mind dies wrapped around the notion of, say, the drug war. Or of illegal immigration. Or of trade as embodied in the North American Free Trade Agreement (NAFTA). Cures are suggested: just say no, hire more narcs, an open border, guest worker permits, vigils against violence, poetry readings, plays, magazine stories such as I have written, heralding new horrors to savor.<br/><br/>I’ve moved into some place beyond that. I am here to announce the obvious, the war. It rages all along the line, it kills thousands, it slaughters beneath notice and it will spill gore on my ground when my bones rest in the brown earth I love. Thirty or forty years from now, the American adventures into the bowels of the Middle East will be forgotten details of bumbling imperialism. But what took place in this patio, what is taking place all along the line will profoundly alter the future of the United States. The future is here, even though I can’t even catch a trace of the rotting bodies with their gaping, toothy mouths.” <br/></blockquote>",,,1,,,0,,,,,
22114037,Fantomas Versus the Multinational Vampires: An Attainable Utopia,Julio Cortázar,"Cortázar, Julio",David Kurnick,"=""1584351349""","=""9781584351344""",3,3.63,Semiotext(e),Paperback,87,2014,1975,2017/07/14,2017/07/17,,,read,"An enjoyable experiment in layout and content, though honestly I found it confusing to follow most of the time. I think I need to read more Cortazar and come back to this, or more Latin American authors in general, I've only barely scratched the surface.",,,1,,,0,,,,,
638794,Sula,Toni Morrison,"Morrison, Toni",,"=""0375415351""","=""9780375415357""",5,3.86,Knopf,Hardcover,192,2002,1973,2017/07/02,2017/07/17,,,read,"The slow work of moving to a less discriminatory world gets me down sometimes, and then I feel bad about feeling down because I know I have no reason to feel *really bad* since my life is objectively great. There is this odd guilt loop that can infect perfectly healthy people and make them ineffectual, and I've felt it trying to get a grip on me.<br/><br/>So it was in this mood that I read Sula, and received from the story a treasure trove of insight into how to remain calm in the face of all the bullshit (something women of color have become very good at). This book really spoke to me, about the shape and fragility of friendships, and about the importance of keeping all evils in perspective. <br/><br/><blockquote><br/>""Because each had discovered years before that they were neither white nor male, and that all freedom and Triumph was forbidden to them, they had set about creating something else to be.""<br/></blockquote><br/><br/><blockquote><br/>""What was taken by outsiders to be slackness, slovenliness or generosity was in fact a full recognition of the legitmacy of forces other than good ones. They did not believe doctors could heal -- for them, none had ever done so. They did not believe death was accidental -- life might be, but death was deliberate . . . . The purpose of evil was to survive it and they determined (without ever knowing they had made up their minds to do it) to survive floods, white people, tuberculosis, famine and ignorance. They knew anger well but not despair, and they didn't stone sinners for the same reason they didn't commit suicide -- it was beneath them.""<br/></blockquote><br/>",,,1,,,0,,,,,
15811545,A Tale for the Time Being,Ruth Ozeki,"Ozeki, Ruth",,"=""0670026638""","=""9780670026630""",4,3.98,Viking,Hardcover,422,2013,2013,2017/07/09,2017/07/17,,,read,"This book was a *trip*. I felt like I was in Electricity Town and BC and the monastery, but beyond physical travel I felt like Ozeki was giving me a tour in how to be a storyteller. Doing more with perspective in a single story than I have ever experienced before. <br/><br/>If any of my friends read this I would _love_ to talk to you about it. Even if you don't like it, if you read any of it, I'll even listen to your rants, it's just the kind of book that begs for people to compare notes and impressions.",,,1,,,0,,,,,
6976853,The Art of Asking Your Boss for a Raise,Georges Perec,"Perec, Georges",,"=""1844674193""","=""9781844674190""",4,3.89,Verso,Hardcover,96,2011,1968,2017/07/16,2017/07/17,,,read,"This story follows the paths of a decision tree; uninterrupted by either capitalization or punctuation to simulate the ""thoughts"" of a computational program. This probably sounds maddening, but it wasn't, it was weird and immersive and I totally loved it.<br/><br/>Check out the introduction: https://books.google.com/books?id=CPVRCwAAQBAJ&printsec=frontcover#v=onepage&q&f=false<br/><br/>And more book details: https://www.versobooks.com/books/2296-the-art-of-asking-your-boss-for-a-raise",,,1,,,0,,,,,
28749,The Brief and Frightening Reign of Phil,George Saunders,"Saunders, George",,"=""1594481520""","=""9781594481529""",4,3.67,Riverhead Books,Paperback,130,2005,2005,2017/07/17,2017/07/17,,,read,"This was great! It is a short story, so very worth the read. Especially if you enjoy satire. I would say more, but it is so brief that anything else will be spoilers. Just start reading: http://www.reignofphil.com/excerpt.html",,,1,,,0,,,,,
32191680,No Apparent Distress: A Doctor's Coming-of-Age on the Front Lines of American Medicine,Rachel Pearson,"Pearson, Rachel",,"=""0393249247""","=""9780393249248""",5,4.16,W. W. Norton  Company,Hardcover,272,2017,2017,2017/08/21,2017/06/26,,,read,"Phenomenal. Very well written and entirely relatable for anybody who has ever needed medical care.<br/><br/><blockquote><br/>If you are a patient at a private clinic then you can be pretty sure that most of your doctor's mistakes have already been made, they were made on the bodies of the poor.<br/></blockquote>",,,1,,,0,,,,,
32564955,Letter to a Young Farmer: How to Live Richly Without Wealth on the New Garden Farm,Gene Logsdon,"Logsdon, Gene",Wendell Berry,"=""160358725X""","=""9781603587259""",4,4.54,Chelsea Green Publishing Company,Hardcover,,2017,,2017/03/12,2017/06/12,,,read,A collection of short essays that speak to a style of living and engaging with the earth that is slowly going out of style. I really enjoyed getting to spend a few hours celebrating the country intellectual.,,,1,,,0,,,,,
8549879,Holy Shit: Managing Manure to Save Mankind,Gene Logsdon,"Logsdon, Gene",,"=""1603582517""","=""9781603582513""",5,4.26,Chelsea Green Publishing Company,Paperback,204,2010,2010,2017/04/23,2017/06/11,,,read,"Gene Logsdon is the long lost uncle I never had, I feel like we would have been friends given the change. His writing is clear and funny and extremely accessible. I grew up on a farm, so I may be biased, but I think that the books he writes could be read by anybody.<br/><br/>Even if you never intend to have animals and figure out how to optimize your property for nutrient retention, knowing that this is how farmers really think about the world is valuable. There are a lot of people who don't personally know a farmer anymore and I think that distance can become dangerous, when we don't have a personal connection to a way of life it can start to seem alien and weird. The farmers are our friends, most of them are incredibly smart, and incredibly dedicated to preserving biodiversity and a healthy environment. I think that people like Gene really helped bridge the gap between rural and urban.<br/><br/>One favorite quote from the book in talking about limits to growth:<br/>P. 146 Invariably, at the root of every collapse was an agricultural mistake. Or perhaps more accurately, at the root of every decline was an agricultural advancement that did not admit to the laws of natural limitation, and so became an agricultural mistake.",,,1,,,0,,,,,
53413,Hopscotch,Julio Cortázar,"Cortázar, Julio",Gregory Rabassa,"=""0394752848""","=""9780394752846""",0,4.25,Pantheon,Paperback,564,1987,1963,,2017/06/11,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
8464781,Island Beneath The Sea,Isabel Allende,"Allende, Isabel",,"=""0007348649""","=""9780007348640""",5,4.01,HarperCollins,Hardcover,457,2010,2009,2017/05/03,2017/06/11,,,read,"This novel put me in mind of Half of a Yellow Sun (one of my favorites). The two books share an incredible level of story crafting that weaves real and imagined characters together, giving the simultaneous experience of a personal story and an accurate history of an area or era.<br/><br/>I didn't know very much about Haiti and what I got from the story was often horrifying but also very inspiring. Ninety-nine point nine percent of the time I felt like I wasn't so much reading as falling into this story, the writing was that good. The odd off percentage were the moments where she used the word ""lugubrious"". I have never encountered that word so many times in one book, maybe it's just more common that I knew...",,,1,,,0,,,,,
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,"Wallace, David Foster",,"=""0316925284""","=""9780316925280""",5,4.28,Back Bay Books,Paperback,353,1998,1996,2017/05/28,2017/06/11,,,read,"Five stars for the title essay alone, it was hilarious and sad and true.<br/><br/>One very favorite quote from the title essay is prompted by a sponsored essay in the luxury cruise liner brochure. Wallace points out that:<br/>“An ad that pretends to be art is -- at absolute best -- like somebody who smiles warmly at you only because he wants something from you. This is dishonest, but what's sinister is the cumulative effect that such dishonesty has on us: since it offers a perfect facsimile or simulacrum of goodwill without goodwill's real spirit, it messes with our heads and eventually starts upping our defenses even in cases of genuine smiles and real art and true goodwill. It makes us feel confused and lonely and impotent and angry and scared. It causes despair.”<br/><br/>I've continued to think about that quote. The essay was written in ~1996, so it is at least 20 years old now, and when I think about 20 years ago I feel like the world had way *less* advertising than we have in our lives now. Especially advertising of the disingenuous, don't-look-too-close, hey I'm not an ad I'm a brand presence and this is art, kind of ad. ",,,1,,,0,,,,,
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""0385721676""","=""9780385721677""",0,4.00,Anchor,Paperback,400,2004,2003,2017/06/01,2017/06/11,,,read,"I'm still getting used to Margaret Atwood and have only read a few things by her. So far the most dissonant part of reading her works is the surprising amount of sexism or (what seems to me) to be excessively gender stereotyped characters. The lead female in this story for example had a pretty underwhelming character development and was mostly on screen as a sex object.<br/><br/>That said, it was an interesting story and I did read it through to the end, but I don't know if I'll continue the series.",,,1,,,0,,,,,
813033,The Atlas of Literature,Malcolm Bradbury,"Bradbury, Malcolm",,"=""1556708793""","=""9781556708794""",0,4.09,"Stewart, Tabori, & Chang",Hardcover,352,1996,1996,,2017/06/10,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
25942967,Whipping Girl: A Transsexual Woman on Sexism and the Scapegoating of Femininity,Julia Serano,"Serano, Julia",,"=""1580056229""","=""9781580056229""",0,4.19,Seal Press,Paperback,424,2016,2007,,2017/06/03,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",5,4.17,Melville House Publishing,Hardcover,534,2011,2011,2017/06/27,2017/06/03,,,read,,,,1,,,0,,,,,
9578127,"Beyond Inclusion, Beyond Empowerment: A Developmental Strategy To Liberate Everyone",Leticia Nieto,"Nieto, Leticia","Margot F. Boyer, Liz Goodwin, Garth R. Johnson, Laurel Collier Smith","=""0976611201""","=""9780976611202""",0,4.47,Cuetzpalin,Paperback,319,2010,2010,,2017/06/03,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
25571952,Unstoppable: Harnessing Science to Change the World,Bill  Nye,"Nye, Bill",,"=""1250007143""","=""9781250007148""",5,4.20,St. Martin's Press,Hardcover,341,2015,2015,2017/04/14,2017/04/27,,,read,"Holy cow y'all, my childhood hero Bill Nye writes books for adults now! And he read the audiobook version himself and he sounds exactly the same, it was such a treat to listen to.<br/><br/>I highly recommend pairing this book with This Changes Everything by Naomi Klein, I read them back to back and the contrasts are valuable. Bill Nye is a tech geek and I could so relate to a lot of what he got excited about, but having just read Klein's book I found his absolute faith in technical solutions to be a tad overly optimistic and his never mentioning the racist roots of which areas get saddled with the most environmental degradation to be a big miss. Like many engineers he focuses entirely on the technical problem and ignores the equally interesting complex problem of the social forces that are shaping how we value things. Different books and different authors are going to have different specialities though, which is why I most recommend the two books together. I think that Klein was perhaps too dismissive of our technical solutions and too untrusting of the ability of engineers to empathize and build smart things that actually won't make the world a worse place.<br/><br/>I really enjoyed hearing Nye's perspectives on the many bad and a few good ideas about big technical possibilities for how to help our warming planet.",,,1,,,0,,,,,
21913812,This Changes Everything: Capitalism vs. The Climate,Naomi Klein,"Klein, Naomi",,"=""1451697384""","=""9781451697384""",5,4.17,Simon & Schuster,Hardcover,576,2014,2014,2017/04/12,2017/04/27,,,read,"I had been thinking about reading this book for months, the description sounded interesting and yet, the title was so.... braggy? Something about it was vaguely off putting, plus the book is huge, and I am often a flake when it comes to huge books. They remind me of assigned readings in school and I promised myself a few years ago that I didn't have to read things I thought I ""should"" read, I could go ahead and only read the things that I actually wanted to. So I had to check it out from the library twice before I actually started reading it, but THEN hot damn I couldn't put it down.<br/><br/>There is so much information packed in here, it's a bit of an acronym plunge at times, but so good. I confess that when the audiobook became available from the library I switched to listening while I worked in the garden and found the pairing of climate science research with pulling up hundreds of pounds of English Ivy to be most satisfactory.<br/><br/>Some take aways:<br/> * We can't consume our way to a more sustainable future, producing and buying too much disposable shit is what got us into our current problems. This can be summarized in a tweet: https://twitter.com/amy_vetter/status/845000165538889733<br/> * So many examples large and small of environmental destabilization that isn't getting the media attention it really probably should<br/> * Some people really hated on her analogy about the earth having a miscarriage (read the book, it makes sense in context), but I loved it.<br/> * Respect for indigenous people and supporting their rights to the land could be what saves the land for all of us",,,1,,,0,,,,,
