Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
683539,Why We Do What We Do: Understanding Self-Motivation,Edward L. Deci,"Deci, Edward L.",Richard Flaste,"=""0140255265""","=""9780140255263""",5,3.95,Penguin Books,Paperback,240,1996,1995,2016/03/10,2016/02/17,,,read,"There were so many helpful insights in this book, but a few that really stood out for me were:<br/>* a better understanding of how to build autonomy supportive environments (not permissive ones). And what it means to actually support autonomy, Deci's whole take on the dynamics of one-up/one-down relationships was illuminating.<br/>* the importance of reflecting on one's own reactivity. I had never seen reactivity described as a manifestation of ego-involvement before. <br/><br/>On the dangers of getting what you ask for. This reminded me of the classic ""do rewards work? Sure! They motivate people to get rewards"".<br/><blockquote><br/>They needed the numbers, so they directed their creativity and resourcefulness toward getting those numbers, rather than toward effective performance.<br/></blockquote>  <br/><br/>This reminded me of the dangers of ad-hoc planning in a growing company:<br/><blockquote><br/>Social contexts that are extremely inconsistent and chaotic, that make it impossible for them to figure out what is expected of them and how to behave competently so as to achieve intrinsic or extrinsic outcomes, will lead to a thwarting of the human spirit. It will leave people with little or no motivation.<br/></blockquote>",,,,,,0,,,,,
4485966,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,Geoff Colvin,"Colvin, Geoff",,"=""1591842247""","=""9781591842248""",0,3.96,Portfolio,Hardcover,240,2008,2008,,2016/02/17,hold,hold (#4),hold,,,,,,,0,,,,,
189989,Finite and Infinite Games: A Vision of Life as Play and Possibility,James P. Carse,"Carse, James P.",,"=""0345341848""","=""9780345341846""",0,4.06,Ballantine Books,Mass Market Paperback,192,1987,1986,,2016/02/17,hold,hold (#3),hold,,,,,,,0,,,,,
225850,Dumbing Us Down: The Hidden Curriculum of Compulsory Education,John Taylor Gatto,"Gatto, John Taylor",,"=""086571519X""","=""9780865715196""",0,4.17,New Society Publishers,Paperback,142,2005,1991,,2016/02/17,abandoned,abandoned (#5),abandoned,,,,,,,0,,,,,
98250,Once a Runner,John L. Parker Jr.,"Jr., John L. Parker",,"=""0915297019""","=""9780915297016""",0,4.05,Cedarwinds,Paperback,226,1999,1978,,2016/02/17,hold,hold (#2),hold,,,,,,,0,,,,,
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""0743270754""","=""9780743270755""",0,4.30,Simon  Schuster,Paperback,916,2006,2005,,2016/02/17,to-read,to-read (#7),to-read,,,,,,,0,,,,,
97782,Then We Came to the End,Joshua Ferris,"Ferris, Joshua",,"=""0316016381""","=""9780316016384""",3,3.45,"Little, Brown and Company",Hardcover,387,2007,2007,2016/03/02,2016/02/17,,,read,,,,,,,0,,,,,
6452796,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,"Pink, Daniel H.",,"=""1594488843""","=""9781594488849""",3,3.95,Riverhead Books,Hardcover,242,2009,2008,2016/02/15,2016/02/17,,,read,"This is a high 3 - the star rating system is failing me here a bit. I did like this book, and I would recommend it - especially to those short on time. Pink does a great job making his case that autonomy, mastery and purpose are what drive us forward and we need to create environments that foster it. I just think the books Pink himself included inside Drive on what he called ""the essential reading list"" are, well, more essential.<br/><br/><blockquote><br/>Real challenges are far more invigorating than controlled leisure.<br/> - Daniel H. Pink<br/></blockquote>",,,,,,0,,,,,
121892,Ultra Marathon Man,Dean Karnazes,"Karnazes, Dean",,"=""1741146011""","=""9781741146011""",0,3.94,Allen & Unwin,Paperback,,2005,2005,,2016/02/17,,,read,,,,,,,0,,,,,
16158542,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,"Brown, Daniel James",,"=""067002581X""","=""9780670025817""",0,4.32,Viking,Hardcover,416,2013,2013,,2016/02/10,to-read,to-read (#2),to-read,,,,,,,0,,,,,
129731,Mindless Eating: Why We Eat More Than We Think,Brian Wansink,"Wansink, Brian",,"=""0553804340""","=""9780553804348""",0,3.95,Bantam,Hardcover,276,2006,2006,,2016/02/03,hold,hold (#9),hold,,,,,,,0,,,,,
56627,Stumbling on Happiness,Daniel Todd Gilbert,"Gilbert, Daniel Todd",,"=""1400077427""","=""9781400077427""",0,3.82,Vintage,Paperback,263,2007,2006,,2016/02/03,hold,hold (#7),hold,,,,,,,0,,,,,
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,"Lewis, Michael",,"=""0393324818""","=""9780393324815""",0,4.24,W. W. Norton & Company,Paperback,317,2004,2003,,2016/02/03,hold,hold (#10),hold,,,,,,,0,,,,,
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",0,3.99,Tor Books,Hardcover,384,2006,2006,,2016/02/03,to-read,to-read (#1),to-read,,,,,,,0,,,,,
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,"Chouinard, Yvon",,"=""0143037838""","=""9780143037835""",4,4.14,Penguin Books,Paperback,272,2006,2005,2016/03/20,2016/02/03,,,read,Quick read with a very good message - there a companies run by people who consciously choose to improve the world they profit from and consider the environmental cost of doing business. Really enjoyed the introductory history of rock climbing and the look at how Patagonia grew and weathered its storms.,,,,,,0,,,,,
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",5,4.18,Basic Books,Paperback,240,2002,1988,2016/04/16,2016/02/03,,,read,,,,,,,0,,,,,
16144853,Leaders Eat Last,Simon Sinek,"Sinek, Simon",,"=""1591845327""","=""9781591845324""",0,4.11,Portfolio,Hardcover,244,2014,2013,,2016/02/03,abandoned,abandoned (#2),abandoned,,,,,,,0,,,,,
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"Sinek, Simon",,"=""1591842808""","=""9781591842804""",5,4.07,Portfolio,Hardcover,256,2009,2009,2016/01/03,2016/02/03,,,read,Fascinating corporate case studies of success and failure. The author did a great job telling the stories of critical moments in company growth (think Tipping Point) and how those points relate to the people and those peoples behaviors. #audiobook,,,,,,0,,,,,
25666069,The Most Wanted Man in China: My Journey from Scientist to Enemy of the State,Fang Lizhi,"Lizhi, Fang",,"=""1627794999""","=""9781627794992""",4,4.18,Henry Holt and Co.,Hardcover,352,2016,2016,2016/03/21,2016/01/31,race-education,race-education (#5),read,Brilliant book. As a former Physicist and someone who knows very little about China I thought this could be a really interesting and educational read and I was not disappointed. ,,,,,,0,,,,,
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0399155341""","=""9780399155345""",3,4.45,Amy Einhorn Books,Hardcover,444,2009,2009,,2016/01/11,,,read,,,,,,,0,,,,,
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",3,3.85,Orbit,Paperback,471,2005,1987,,2016/01/11,,,read,,,,,,,0,,,,,
16299389,Cloud Atlas. L'Atlante delle Nuvole,David Mitchell,"Mitchell, David","Luca Scarlini, Lorenzo Borgotallo","=""8820053489""","=""9788820053482""",4,4.01,Frassinelli,Paperback,581,2012,2004,2016/01/01,2016/01/11,,,read,,,,,,,0,,,,,
250693,How to Cook a Wolf,M.F.K. Fisher,"Fisher, M.F.K.",,"=""0865473366""","=""9780865473362""",4,4.19,North Point Press,Paperback,202,1988,1942,,2016/01/11,,,read,,,,,,,0,,,,,
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""0061142026""","=""9780061142024""",5,4.07,Harper Perennial,Paperback,266,2006,1999,,2016/01/11,,,read,,,,,,,0,,,,,
14497,Neverwhere,Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",5,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,,2016/01/11,,,read,,,,,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.39,Crown,Hardcover,369,2014,2014,,2016/01/11,,,read,,,,,,,0,,,,,
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0747263744""","=""9780747263746""",5,4.11,Headline Review,Paperback,635,2005,2001,,2016/01/11,,,read,,,,,,,0,,,,,
2744,Anansi Boys,Neil Gaiman,"Gaiman, Neil",,"=""0060515198""","=""9780060515195""",5,4.00,HarperCollins HarperTorch,Mass Market Paperback,384,2006,2005,,2016/01/11,,,read,,,,,,,0,,,,,
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""0385534639""","=""9780385534635""",3,4.03,Doubleday,Hardcover,400,2011,2011,2016/01/09,2016/01/11,,,read,,,,,,,0,,,,,
9484114,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn Achor,"Achor, Shawn",,"=""0307591565""","=""9780307591562""",5,4.14,Crown Business,ebook,272,2010,2010,2015/12/20,2016/01/11,,,read,,,,,,,0,,,,,
17288716,Before Happiness: How Creating a Positive Reality First Amplifies Your Levels of Happiness and Success,Shawn Achor,"Achor, Shawn",,"=""0770436730""","=""9780770436735""",4,4.04,Crown Business,Hardcover,256,2013,2013,2016/01/20,2016/01/11,,,read,"I've always felt that people work better/faster when they're feeling happy, but this book really lays out the proof with research. Kind of cheesy in places, but overall a solid research focus with a lot of good exercises that help the reader identify what they really care about and find meaning in.",,,,,,0,,,,,
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""0345391802""","=""9780345391803""",5,4.20,Del Rey Books,Mass Market Paperback,216,1995,1979,,2015/10/09,,,read,,,,,,,0,,,,,
9969571,Ready Player One,Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",4,4.31,Crown Publishers,Hardcover,374,2011,2011,,2015/10/09,,,read,,,,,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",3,4.34,Scholastic Press,Hardcover,374,2008,2008,,2015/10/09,,,read,,,,,,,0,,,,,
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",5,4.02,Bantam Books,Paperback,470,2000,1992,,2015/10/09,,,read,,,,,,,0,,,,,
17235026,The Girl with All the Gifts,M.R. Carey,"Carey, M.R.",,"=""0356500152""","=""9780356500157""",5,3.93,Orbit ,Paperback,460,2014,2014,2015/11/01,2015/10/09,,,read,,,,,,,0,,,,,
